HR,Name,HD,ADS,VarID,RAJ2000,DEJ2000,Vmag,B-V,SpType,NoteFlag
4183,,92589,,,10 40 51.6,-35 44 30,6.37,0.92,G8-K0III+F-G,
4184,,92620,,RX LMi,10 42 11.3,+31 41 49,6.02,1.62,M4III,*
4185,,92664,,V364 Car,10 40 11.3,-65 06 02,5.52,-0.16,B9pSi,*
4186,,92682,,,10 39 16.6,-74 29 37,6.07,1.71,K3II,
4187,39    UMa,92728,,,10 43 43.3,+57 11 57,5.80,-0.02,A0V s,
4188,,92740,,4939,10 41 17.6,-59 40 37,6.42,0.08,WN7-A,*
4189,40    LMi,92769,7899,,10 43 01.8,+26 19 32,5.51,0.17,A4Vn,*
4190,,92770,,,10 42 31.3,-13 58 30,6.24,1.54,K2,
4191,,92787,,,10 43 32.9,+46 12 14,5.18,0.33,F5III,*
4192,41    LMi,92825,,,10 43 25.0,+23 11 18,5.08,0.04,A3Vn,
4193,35    Sex,92841,7902,,10 43 20.9,+04 44 52,5.79,1.17,K3III+K0III,*
4194,,92845,,,10 42 43.2,-32 42 57,5.64,0.00,A0V,
4195,,92839,,VY UMa,10 45 04.0,+67 24 41,6.00,2.39,C5II,*
4196,,92938,,,10 42 14.0,-64 27 59,4.82,-0.14,B4V,*
4197,,92941,,,10 44 14.5,+19 45 31,6.27,0.17,A5V,
4198,,92964,,4948,10 42 40.6,-59 12 57,5.38,0.26,B2.5Iae,*
4199,The Car,93030,,,10 42 57.4,-64 23 40,2.76,-0.22,B0Vp,*
4200,,93070,,4951,10 43 32.1,-60 34 00,4.57,1.71,K4III,*
4201,36    Sex,93102,,,10 45 09.4,+02 29 17,6.28,1.21,K4III,*
4202,41    UMa,93132,,,10 46 22.5,+57 21 57,6.34,1.56,M1III,*
4203,42    LMi,93152,,,10 45 51.9,+30 40 56,5.24,-0.06,A1Vn,
4204,,93163,,Var?,10 43 51.2,-64 14 56,5.77,0.00,B2.5V,*
4205,,93194,,,10 44 06.9,-63 57 40,4.82,-0.13,B5Vn,*
4206,,93237,,,10 41 51.3,-79 47 00,5.97,-0.07,B4IVe,*
4207,,93244,,,10 46 05.7,+06 22 23,6.37,1.12,gK1,*
4208,51    Leo,93257,,,10 46 24.5,+18 53 29,5.49,1.12,gK3,
4209,52    Leo,93291,,,10 46 25.3,+14 11 41,5.48,0.91,gG4,
4210,Eta Car,93308,,Eta Car,10 45 03.6,-59 41 03,6.21,0.61,pec,*
4211,,93344,,,10 44 19.4,-70 51 36,6.26,0.20,A5IV-V,*
4212,,93359,,,10 44 32.1,-70 51 18,6.46,0.23,A6IV,*
4213,,93372,,,10 44 26.5,-72 26 38,6.27,0.49,F6V,
4214,,93397,,,10 46 52.0,-17 17 48,5.42,0.11,A3V,
4215,,93427,,,10 48 50.0,+65 07 56,6.39,-0.02,A1V,
4216,Mu  Vel,93497,,,10 46 46.2,-49 25 12,2.69,0.90,G5III+G2V,*
4217,,93502,,,10 46 16.8,-60 36 12,6.25,0.04,A0IV,*
4218,,93526,7930,,10 47 38.0,-15 15 43,6.67,-0.01,A0III,
4219,,93540,,,10 46 16.5,-64 30 54,5.34,-0.10,B6V,*
4220,,93549,,,10 46 29.7,-64 15 48,5.23,-0.07,B7IV,*
4221,,93563,,Var?,10 46 57.5,-56 45 26,5.23,-0.08,B8-9IIIe,*
4222,,93607,,,10 46 51.2,-64 23 00,4.85,-0.15,B3IV,*
4223,43    LMi,93636,,,10 48 57.2,+29 24 57,6.15,1.15,sgK1,
4224,,93655,,,10 48 40.6,-01 57 32,5.93,1.60,M2III,
4225,,93657,,,10 48 14.2,-31 41 18,5.88,0.03,A1V,
4226,,93662,,4975,10 47 38.7,-57 28 04,6.36,1.62,M1II,*
4227,53    Leo,93702,,,10 49 15.4,+10 32 43,5.34,0.03,A2V,
4228,,93737,,,10 48 05.4,-59 55 09,6.00,0.27,A0Ia-Iab,*
4229,40    Sex,93742,7936,,10 49 17.3,-04 01 27,6.61,0.22,A2IV,
4230,44    LMi,93765,,,10 49 53.7,+27 58 26,6.04,0.37,F3V,
4231,Del1Cha,93779,,,10 45 15.7,-80 28 11,5.47,0.95,K0III,
4232,Nu  Hya,93813,,,10 49 37.5,-16 11 37,3.11,1.25,K2III,
4233,,93833,,,10 49 43.5,-09 51 10,5.86,1.07,gG8,
4234,Del2Cha,93845,,,10 45 46.8,-80 32 25,4.45,-0.19,B2.5IV,*
4235,43    UMa,93859,,,10 51 11.1,+56 34 56,5.67,1.12,K2III,
4236,42    UMa,93875,,,10 51 23.7,+59 19 12,5.58,1.14,K2III,
4237,41    Sex,93903,7942,,10 50 18.1,-08 53 52,5.79,0.16,A3m,*
4238,,93905,,,10 49 57.0,-34 03 29,5.61,0.04,A1V,
4239,,93943,,,10 49 24.1,-59 19 25,5.91,0.00,B9.5IV-V,
4240,,94014,,,10 51 05.4,-03 05 33,5.95,1.48,K2,
4241,,94083,,,10 52 30.8,+52 33 55,6.65,,gG8,
4242,,94084,,,10 52 31.9,+52 30 13,6.44,1.11,K2III,
4243,,94132,,,10 53 30.7,+69 51 14,5.93,0.99,G9IV,
4244,,94180,,,10 52 13.7,+01 01 31,6.38,0.08,A3V,
4245,,94237,,,10 52 36.1,-00 12 05,6.31,1.50,K5III,*
4246,44    UMa,94247,,,10 53 34.5,+54 35 06,5.10,1.36,K3III,*
4247,46    LMi,94264,,4999,10 53 18.7,+34 12 54,3.83,1.04,K0+III-IV,*
4248,45Ome UMa,94334,,,10 53 58.7,+43 11 24,4.71,-0.05,A1V s,*
4249,,94363,7967,,10 53 24.9,-02 15 19,6.12,0.90,K0III+G0V,*
4250,,94367,,,10 52 30.9,-57 14 26,5.25,0.16,B9Ia,*
4251,,94388,,5006,10 53 29.5,-20 08 20,5.24,0.47,F6V,*
4252,,94386,,,10 53 32.9,-15 26 44,6.38,1.16,K3IV,
4253,,94402,,,10 53 43.7,-02 07 45,5.45,0.96,G8III,*
4254,48    LMi,94480,,,10 54 42.2,+25 29 27,6.20,0.28,A8V,*
4255,,94481,,,10 54 17.8,-13 45 29,5.66,0.83,G4III,
4256,,94497,,,10 54 58.2,+34 02 05,5.72,1.01,gG7,*
4257,,94510,,5011,10 53 29.6,-58 51 12,3.78,0.95,K1III,*
4258,46    UMa,94600,,,10 55 44.4,+33 30 25,5.03,1.10,K1III,
4259,54    Leo,94601,7979,,10 55 36.8,+24 44 59,4.50,0.01,A1V,*
4260,54    Leo,94602,7979,,10 55 37.3,+24 44 56,6.30,,A2Vn,*
4261,,94619,,,10 55 11.6,-20 39 54,6.44,1.10,K0,
4262,,94650,,,10 53 42.0,-70 43 13,5.99,-0.02,B6V,*
4263,,94660,,KQ Vel,10 55 01.0,-42 15 04,6.11,-0.08,A0pSiCr,*
4264,,94669,,,10 56 14.5,+42 00 30,6.03,1.13,K2III,*
4265,55    Leo,94672,7982,,10 55 42.4,+00 44 13,5.91,0.42,F2/3III/V,*
4266,,94683,,,10 54 29.6,-61 49 36,5.93,1.75,K4III,
4267,56    Leo,94705,,VY Leo,10 56 01.5,+06 11 07,5.81,1.45,M5.5III,*
4268,,94717,,,10 52 27.5,-79 33 34,6.33,1.46,K2II-III,
4269,,94720,,,10 56 16.9,+22 21 06,6.14,1.55,K2,
4270,50    LMi,94747,,,10 56 34.4,+25 30 00,6.35,1.03,K0,
4271,,94776,,T Car,10 55 17.2,-60 31 01,5.92,1.08,K0III,*
4272,,94860,,,10 59 56.8,+77 46 12,6.20,0.97,G9III,
4273,Iot Ant,94890,,,10 56 43.1,-37 08 16,4.60,1.03,K1III,
4274,,94985,,IW Vel,10 57 07.9,-50 45 54,5.91,0.18,A4V,*
4275,,95057,,5038,10 59 17.9,+51 52 56,6.17,1.38,K0,*
4276,,95109,,U Car,10 57 48.4,-59 43 55,6.11,1.10,G3Ia,*
4277,47    UMa,95128,,,10 59 28.0,+40 25 49,5.05,0.61,G1-VFe-0.5,
4278,,95129,,,10 59 32.8,+36 05 35,6.00,1.59,M2III,
4279,,95208,,,10 57 15.7,-75 05 59,6.13,1.53,K1II,
4280,,95212,,,11 00 14.7,+45 31 34,5.47,1.47,K5III,
4281,,95216,,,10 59 41.1,+11 42 21,6.55,0.43,F5V,
4282,,95221,,5041,10 59 13.9,-33 44 14,5.71,0.37,F2V,
4283,,95233,,,11 00 25.6,+51 30 07,6.43,,G9III,
4284,,95234,,,10 59 30.9,-16 21 14,5.89,1.63,M2III,
4285,,95241,,,11 00 20.6,+42 54 41,6.02,0.57,F9V,
4286,,95256,,,11 01 05.8,+63 25 16,6.39,0.16,A2Vm,
4287,7Alp Crt,95272,,,10 59 46.5,-18 17 56,4.08,1.09,K0+III,*
4288,49    UMa,95310,,,11 00 50.4,+39 12 44,5.08,0.24,F0V s,*
4289,,95314,,,11 00 11.6,-14 05 00,5.88,1.50,K5III,
4290,,95324,,,10 59 14.0,-61 19 13,6.16,-0.06,B8IV,
4291,58    Leo,95345,,,11 00 33.6,+03 37 03,4.84,1.16,K1IIICN-0.5,*
4292,,95347,,,10 59 59.4,-43 48 26,5.81,-0.08,B8-9V,
4293,,95370,,,11 00 09.3,-42 13 33,4.39,0.11,A3IV,
4294,59    Leo,95382,8019,,11 00 44.8,+06 06 05,4.99,0.16,A5III,*
4295,48Bet UMa,95418,,5053,11 01 50.5,+56 22 57,2.37,-0.02,A1V,*
4296,,95429,,,11 00 08.6,-51 49 04,6.15,0.18,A3III-IV,
4297,,95441,,,11 00 57.2,-15 47 34,6.34,1.18,K0,
4298,,95456,,,11 00 40.8,-31 50 22,6.07,0.52,F8V,
4299,61    Leo,95578,,5059,11 01 49.7,-02 29 05,4.74,1.62,M0IIIBa0.2,
4300,60    Leo,95608,,,11 02 19.8,+20 10 47,4.42,0.05,A1m,
4301,50Alp UMa,95689,8035,5070,11 03 43.7,+61 45 03,1.79,1.07,K0IIIa,*
4302,,95698,8028,,11 02 24.4,-26 49 53,6.23,0.31,F1V,*
4303,,95771,,,11 03 14.6,-00 45 09,6.14,0.26,F0V,*
4304,,95788,,,10 59 12.9,-81 33 22,6.71,0.55,F7IV,
4305,,95808,8037,,11 03 14.9,-11 18 13,5.50,0.94,G7-III,*
4306,62    Leo,95849,,,11 03 36.6,-00 00 03,5.95,1.22,K3III,
4307,,95857,,,11 03 16.1,-31 57 39,6.46,1.62,M1III,
4308,,95870,,,11 03 36.5,-13 26 04,6.34,0.88,G5,
4309,51    UMa,95934,8046,,11 04 31.2,+38 14 29,6.00,0.16,A3III-IV,*
4310,63Chi Leo,96097,,5079,11 05 01.0,+07 20 10,4.63,0.33,F2III-IV,
4311,,96113,,,11 04 31.2,-47 40 45,5.67,0.24,A8III-IV,
4312,Eta Oct,96124,,,10 59 13.8,-84 35 38,6.19,0.11,A1V,
4313,,96146,,,11 04 54.2,-35 48 17,5.43,0.03,A2V,
4314,Chi1Hya,96202,,,11 05 19.9,-27 17 37,4.94,0.36,F3IV,*
4315,,96220,,,11 05 34.0,-11 05 20,6.09,0.30,F0Vn,
4316,,96224,,,11 05 04.2,-49 23 33,6.13,-0.02,B9.5V,
4317,Chi2Hya,96314,,Chi2 Hya,11 05 57.6,-27 17 16,5.71,-0.06,A0IV,*
4318,,96407,,,11 06 05.8,-51 12 45,6.30,0.95,G8III,
4319,65    Leo,96436,8060,5090,11 06 54.2,+01 57 20,5.52,0.97,G9IIICN-1,*
4320,,96441,,,11 06 38.7,-28 43 40,6.77,0.04,A1V,
4321,,96484,,,11 06 27.4,-50 57 24,6.32,1.16,K2III,
4322,64    Leo,96528,,,11 07 39.7,+23 19 25,6.46,0.16,A5m,*
4323,,96544,,5091,11 06 29.3,-58 40 31,6.02,1.24,K2II-III,*
4324,,96557,,,11 07 08.4,-32 35 14,6.59,0.34,F1III,
4325,,96566,,,11 06 32.4,-62 25 27,4.61,1.03,G8III,
4326,,96568,,,11 06 24.2,-64 50 23,6.41,0.12,A3V,
4327,,96616,,V815 Cen,11 07 16.6,-42 38 19,5.15,0.03,ApSrCrEu,*
4328,,96700,,,11 07 54.4,-30 10 29,6.54,0.60,G2V,
4329,,96706,,Var,11 06 49.9,-70 52 41,5.57,-0.05,B2V,*
4330,,96707,,Var?,11 09 39.9,+67 12 37,6.06,0.22,F0pSr,*
4331,,96723,,,11 08 15.8,-29 58 22,6.49,0.03,A1V,
4332,67    Leo,96738,8071,,11 08 49.1,+24 39 30,5.68,0.06,A3IV,
4333,,96813,,CO UMa,11 09 19.1,+36 18 34,5.74,1.51,M3.5IIIab,*
4334,,96819,,5101,11 08 43.9,-28 04 50,5.44,0.07,A1V,
4335,52Psi UMa,96833,,,11 09 39.8,+44 29 55,3.01,1.14,K1III,
4336,,96834,,5107,11 09 38.5,+43 12 27,5.89,1.57,M2III,*
4337,,96918,,V382 Car,11 08 35.4,-58 58 30,3.91,1.23,G40-Ia,*
4338,,96919,,V371 Car,11 08 34.0,-61 56 50,5.13,0.22,B9Ia,*
4339,,97023,,5111,11 09 53.4,-32 22 03,5.81,0.04,A2V,
4340,,97138,,5119,11 12 11.0,+68 16 19,6.40,,A3V,
4341,,97244,,,11 11 43.7,+14 24 01,6.30,0.21,A5V,
4342,,97271,,,11 10 54.7,-58 27 19,6.88,-0.08,B7III,
4343,11Bet Crt,97277,,,11 11 39.5,-22 49 33,4.48,0.03,A2III,
4344,,97302,,,11 12 44.5,+54 53 39,6.63,,A4V,
4345,,97334,,,11 12 32.2,+35 48 49,6.41,0.61,G0V,
4346,,97393,,5129,11 12 14.8,-32 26 02,6.38,1.70,M1III,
4347,Psi Crt,97411,8086,,11 12 30.4,-18 30 00,6.13,-0.01,A0V,*
4348,,97428,,,11 12 34.6,-21 44 57,6.40,1.38,K0,
4349,,97472,,,11 11 29.5,-71 26 11,6.35,1.37,K2-3III,
4350,,97495,,,11 12 33.1,-49 06 04,5.36,0.18,A3IV-V,
4351,,97501,8093,,11 13 40.2,+41 05 19,6.33,1.15,K2III,*
4352,,97534,,5137,11 12 36.0,-60 19 03,4.60,0.55,A6Iae,*
4353,,97550,,,11 12 56.9,-49 44 11,6.11,1.06,G8II-III,
4354,,97576,,,11 13 14.7,-44 22 20,5.80,1.66,K5-M0III,
4355,,97583,,,11 12 45.2,-64 10 11,5.23,-0.06,B8V,*
4356,69    Leo,97585,,,11 13 45.6,-00 04 11,5.42,-0.03,A0V,
4357,68Del Leo,97603,,5143,11 14 06.5,+20 31 25,2.56,0.12,A4V,*
4358,,97605,,,11 14 01.8,+08 03 38,5.79,1.12,K3III,*
4359,70The Leo,97633,,5144,11 14 14.4,+15 25 46,3.34,-0.01,A2V,*
4360,,97651,,,11 13 39.3,-53 13 54,5.76,1.32,K2III,
4361,,97670,,Var,11 13 30.8,-59 37 10,5.74,-0.10,B1.5V,*
4362,72    Leo,97778,,5147,11 15 12.2,+23 05 44,4.63,1.66,M3IIb,*
4363,,97855,8108,,11 16 04.0,+52 46 23,6.50,0.43,F6V+F9V,*
4364,,97866,,,11 14 54.0,-43 44 03,6.21,1.61,K4III,
4365,73    Leo,97907,,,11 15 51.9,+13 18 27,5.32,1.20,K3III,*
4366,,97937,,,11 15 57.8,+12 50 41,6.67,0.27,A9Vp,*
4367,,97989,,,11 16 41.9,+49 28 35,5.88,1.08,gK0,
4368,74Phi Leo,98058,,,11 16 39.7,-03 39 06,4.47,0.21,A7IVn,*
4369,,98088,8115,SV Crt,11 16 58.2,-07 08 05,6.14,0.20,A8IVpeSrCrSi,*
4370,,98096,,,11 16 27.7,-45 52 48,6.31,0.40,F3V,*
4371,75    Leo,98118,,,11 17 17.4,+02 00 38,5.18,1.52,M0III-IIIb,
4372,,98161,,,11 17 11.8,-38 00 52,6.27,0.10,A3Vn,
4373,,98221,,,11 17 39.2,-34 44 14,6.45,0.40,F4V,
4374,53Xi  UMa,98230,8119,5165,11 18 10.9,+31 31 45,4.87,,G0V,*
4375,53Xi  UMa,98231,8119,5165,11 18 11.0,+31 31 45,4.41,0.59,G0V,*
4376,,98233,,,11 17 43.0,-36 32 04,6.68,0.98,G8-K0III,
4377,54Nu  UMa,98262,8123,,11 18 28.7,+33 05 39,3.48,1.40,K3-IIIBa0.3,*
4378,,98280,,,11 18 21.0,+11 59 05,6.66,0.07,A2V,
4379,,98292,,5163,11 17 19.0,-67 49 25,6.06,1.76,M2III,*
4380,55    UMa,98353,,,11 19 07.9,+38 11 08,4.78,0.12,A1Vp:,*
4381,76    Leo,98366,,,11 18 55.0,+01 39 02,5.91,1.04,gK0,
4382,12Del Crt,98430,,,11 19 20.5,-14 46 43,3.56,1.12,G8III-IV,
4383,,98499,,,11 20 53.8,+67 06 02,6.21,1.01,G8,
4384,,98560,,,11 19 16.5,-64 34 57,5.99,0.46,F6IV,
4385,,98617,,,11 18 34.3,-79 40 07,6.35,0.26,A8IIIm:,
4386,77Sig Leo,98664,,,11 21 08.2,+06 01 46,4.05,-0.06,B9.5V s,
4387,,98672,,,11 19 36.3,-75 08 33,6.27,-0.03,B9.5-A0V,
4388,,98673,,,11 21 49.3,+57 04 30,6.43,0.15,A7Vn,
4389,,98695,,,11 20 03.9,-71 59 40,6.41,0.05,B4V,
4390,Pi  Cen,98718,,,11 21 00.4,-54 29 28,3.89,-0.15,B5Vn,*
4391,,98772,,,11 22 51.3,+64 19 50,6.02,0.09,A1Vnp,*
4392,56    UMa,98839,,,11 22 49.6,+43 28 58,4.99,0.99,G7.5IIIa:Ba0.3,
4393,,98892,,,11 22 23.1,-44 38 45,6.12,0.92,G8III,
4394,,98960,,,11 23 18.0,+00 07 54,6.05,1.46,K3,
4395,13Lam Crt,98991,,,11 23 21.9,-18 46 48,5.09,0.42,F5III,*
4396,,98993,,,11 23 12.7,-36 09 53,5.00,1.46,K6III,
4397,,99015,,,11 21 57.1,-77 36 30,6.43,0.20,A5III-IV,
4398,,99022,,,11 23 08.1,-56 46 46,5.79,0.01,A4:pe,*
4399,78Iot Leo,99028,8148,5184,11 23 55.5,+10 31 45,3.94,0.41,F4IV,*
4400,79    Leo,99055,,,11 24 02.3,+01 24 28,5.39,0.94,G8IIICN-0.5,*
4401,,99104,,,11 23 21.8,-64 57 18,5.11,-0.08,B5V,
4402,14Eps Crt,99167,,,11 24 36.6,-10 51 34,4.83,1.56,K5III,
4403,,99171,,,11 24 22.1,-42 40 09,6.12,-0.18,B2IV-V,
4404,,99196,,,11 24 58.9,+11 25 49,5.80,1.38,K4III,*
4405,15Gam Crt,99211,8153,,11 24 52.9,-17 41 02,4.08,0.21,A5V,*
4406,,99264,,,11 24 11.1,-72 15 24,5.59,0.06,B2IV-V,*
4407,,99283,,,11 25 57.1,+55 51 02,5.75,,K0III,
4408,81    Leo,99285,,,11 25 36.4,+16 27 23,5.57,0.36,F2V,
4409,,99322,,,11 25 29.4,-36 03 47,5.22,0.99,K0III,*
4410,80    Leo,99329,,,11 25 50.0,+03 51 36,6.37,0.33,F3IV,
4411,,99333,,,11 25 33.1,-37 44 52,5.89,1.54,M3III,
4412,,99373,,,11 26 25.5,+33 27 02,6.32,0.43,F7V,
4413,,99453,,,11 25 43.2,-63 58 22,5.17,0.50,F7V,
4414,83    Leo,99491,8162,,11 26 45.3,+03 00 47,6.50,0.79,K0IV,*
4415,,99556,,,11 26 35.3,-61 06 55,5.30,-0.08,B3IV,*
4416,16Kap Crt,99564,,,11 27 09.5,-12 21 24,5.94,0.49,F4III-IV,
4417,,99574,,,11 26 47.3,-53 09 36,5.81,0.52,K0III+A2-3V,
4418,84Tau Leo,99648,,,11 27 56.2,+02 51 22,4.95,1.00,G7.5IIIa,*
4419,,99651,,,11 27 53.7,-01 42 00,6.25,1.04,gK2,
4420,,99712,,,11 27 58.5,-35 19 43,6.45,,K5III:,
4421,,99747,,,11 29 04.6,+61 46 42,5.83,0.36,F5Va vw,
4422,57    UMa,99787,8175,,11 29 04.2,+39 20 13,5.31,0.01,A2V,*
4423,,99803,,,11 28 35.1,-42 40 27,5.08,-0.03,B9V,*
4424,,99859,,,11 29 43.5,+56 44 15,6.28,0.15,A4m,*
4425,,99872,,,11 28 18.2,-72 28 28,6.09,0.16,B3V,
4426,85    Leo,99902,,,11 29 41.9,+15 24 48,5.74,1.32,gK4,
4427,,99913,,,11 30 12.9,+54 21 42,6.41,,K0III,
4428,,99922,8183,,11 29 38.6,-24 27 48,5.76,0.07,A0V,
4429,,99945,,5230,11 31 50.4,+81 07 38,6.15,0.24,A2m,
4430,,99967,,EE UMa,11 30 25.0,+46 39 27,6.35,1.27,K2IIICN-1,*
4431,58    UMa,99984,,,11 30 31.1,+43 10 24,5.94,0.49,F4V,*
4432,87    Leo,99998,,,11 30 18.9,-03 00 13,4.77,1.54,K3.5IIIFe-1,*
4433,86    Leo,100006,,,11 30 29.0,+18 24 35,5.52,1.05,K0III,*
4434,1Lam Dra,100029,,5231,11 31 24.2,+69 19 52,3.84,1.62,M0IIICa-1,*
4435,,100030,,,11 30 52.9,+47 55 45,6.42,0.88,G9IV,
4436,,100055,,,11 31 10.2,+48 47 21,6.56,0.93,G9III,
4437,88    Leo,100180,8196,,11 31 44.9,+14 21 52,6.20,0.57,G0V,*
4438,,100198,,V809 Cen,11 31 15.0,-61 16 42,6.38,0.52,A3Iae,*
4439,,100203,8197,,11 32 20.8,+61 04 57,5.48,0.50,F8V,*
4440,,100219,,,11 31 47.6,-20 46 36,6.24,0.54,F7IV,
4441,Omi1Cen,100261,,Omi1 Cen,11 31 46.1,-59 26 32,5.13,1.08,G30-Ia,*
4442,Omi2Cen,100262,,Omi2 Cen,11 31 48.8,-59 30 57,5.15,0.49,A2Ia,*
4443,,100286,8202,,11 32 16.1,-29 15 48,5.81,0.53,F8V,*
4444,,100287,8202,,11 32 16.3,-29 15 40,5.64,0.53,F8V,*
4445,,100307,,,11 32 23.3,-26 44 48,6.16,1.66,M1III,
4446,,100343,,,11 32 47.5,-07 49 39,5.95,1.38,K4III,
4447,,100378,,,11 32 48.1,-40 26 11,5.64,1.58,K6III,
4448,,100382,,,11 32 19.9,-66 57 44,5.90,1.13,K1IIICNIb-II,
4449,,100393,,5246,11 32 54.1,-31 05 14,5.04,1.58,M2IIIb,
4450,Xi  Hya,100407,,,11 33 00.1,-31 51 28,3.54,0.94,G7III,*
4451,,100418,,,11 33 14.6,-16 16 50,6.05,0.60,F9III,
4452,,100470,,,11 33 56.3,+36 48 56,6.40,1.05,K0III,*
4453,,100493,,,11 33 37.3,-40 35 13,5.39,0.12,A2IV-V,*
4454,,100518,,,11 34 10.0,+11 01 25,6.55,0.18,A2m,
4455,89    Leo,100563,,,11 34 22.0,+03 03 36,5.77,0.46,F5V,
4456,90    Leo,100600,8220,,11 34 42.5,+16 47 49,5.95,-0.16,B4V,*
4457,,100615,,,11 35 04.9,+54 47 07,5.63,1.02,K0III,
4458,,100623,,,11 34 29.5,-32 49 53,5.98,0.81,K0V,
4459,,100655,,,11 35 03.8,+20 26 29,6.45,1.01,G9III,
4460,,100673,,,11 34 45.7,-54 15 51,4.62,-0.08,B9Ve,*
4461,2    Dra,100696,,,11 36 02.8,+69 19 22,5.20,1.01,K0III,
4462,,100708,,5253,11 34 56.8,-49 08 12,5.50,1.04,K1III-IV,
4463,,100733,,V763 Cen,11 35 13.2,-47 22 21,5.71,1.66,M3III,*
4464,,100740,,,11 35 43.4,+10 54 40,6.56,0.13,A4Vn,
4465,,100808,8231,,11 36 17.9,+27 46 52,5.80,0.23,F0V,*
4466,,100825,,,11 35 55.6,-47 38 30,5.25,0.25,A7m,
4467,Lam Cen,100841,,,11 35 46.8,-63 01 11,3.13,-0.04,B9III,*
4468,21The Crt,100889,,,11 36 40.9,-09 48 08,4.70,-0.08,B9.5Vn,*
4469,,100893,,,11 36 35.0,-33 34 12,5.74,1.02,K0III,
4470,,100911,,,11 36 40.8,-37 14 16,6.31,0.06,A1V,
4471,91Ups Leo,100920,,,11 36 56.9,-00 49 26,4.30,1.00,G8.5IIICN-0.5,*
4472,,100929,,,11 36 22.3,-61 03 08,5.83,-0.09,B2.5IV,*
4473,,100953,,,11 37 01.2,-32 59 17,6.29,0.46,F6III-IV,
4474,,101013,,,11 37 53.0,+50 37 06,6.14,1.07,G9III:Ba2.5,
4475,,101021,,,11 37 00.6,-61 17 00,5.15,1.12,K0III,*
4476,,101067,,,11 37 33.9,-47 44 50,5.44,1.24,K2III,*
4477,59    UMa,101107,,,11 38 20.6,+43 37 32,5.59,0.33,F2II-III,
4478,,101112,,,11 38 09.8,+08 53 03,6.17,1.08,K1III,*
4479,Pi  Cha,101132,,,11 37 15.6,-75 53 48,5.65,0.35,F1III,
4480,60    UMa,101133,,,11 38 33.5,+46 50 03,6.10,0.38,F5III s,
4481,,101150,8249,,11 38 49.2,+64 20 49,6.46,,A5IV,
4482,,101151,,,11 38 32.2,+33 37 32,6.27,1.32,K2III,
4483,1Ome Vir,101153,,Ome Vir,11 38 27.6,+08 08 03,5.36,1.57,M4III,*
4484,,101154,8247,,11 38 24.1,-02 26 10,6.22,1.12,G9III,*
4485,,101162,,,11 37 48.4,-67 37 13,5.96,1.02,K0III,
4486,,101177,8250,,11 38 44.9,+45 06 31,6.44,0.56,G0V,*
4487,,101189,,,11 38 07.3,-61 49 35,5.15,-0.02,ApHgMn,*
4488,24Iot Crt,101198,,,11 38 40.1,-13 12 07,5.48,0.52,F7V,
4489,,101259,,,11 39 00.4,-24 43 16,6.42,0.82,G5,
4490,,101369,8259,,11 39 51.1,-14 28 07,6.21,0.00,A1V,*
4491,,101370,,5284,11 39 50.4,-16 37 13,6.19,1.62,M3.5IIIBa0.2Ca1,*
4492,,101379,,GT Mus,11 39 29.4,-65 23 52,5.17,0.80,G2III+A0V,*
4493,,101391,,,11 40 27.4,+57 58 14,6.37,-0.12,B9pHgMn:,
4494,Omi Hya,101431,,,11 40 12.8,-34 44 41,4.70,-0.07,B9V,
4495,92    Leo,101484,,,11 40 47.1,+21 21 10,5.26,0.98,K1III,
4496,61    UMa,101501,,5291,11 41 03.0,+34 12 06,5.33,0.72,G8V,
4497,,101541,,5289,11 40 42.6,-53 58 07,5.96,1.66,M1III,*
4498,,101563,,,11 41 08.4,-29 11 47,6.44,0.66,G0V,
4499,,101570,,,11 40 53.6,-62 05 24,4.94,1.15,G3Ib,
4500,,101604,,,11 41 43.6,+55 10 21,6.27,1.49,K5,
4501,62    UMa,101606,,,11 41 34.3,+31 44 46,5.73,0.43,F4V,*
4502,,101615,,,11 41 19.8,-43 05 45,5.55,,A0V,
4503,,101666,,,11 41 44.0,-32 29 59,5.22,1.48,K5III+F7V,*
4504,3    Dra,101673,,,11 42 28.4,+66 44 42,5.30,1.28,K3III,
4505,,101688,,,11 42 05.2,+22 12 39,6.59,,F2IV-V,
4506,,101695,,,11 42 03.5,-20 17 38,6.22,0.95,K0,
4507,,101782,,,11 41 01.2,-83 06 00,6.33,1.08,K0III,
4508,,101883,,,11 43 27.2,-37 11 25,5.98,1.46,K3III,
4509,,101917,,,11 42 55.4,-79 18 23,6.39,0.90,K0III-IV,
4510,,101933,,,11 43 55.1,-06 40 38,6.07,0.96,gG8,
4511,,101947,,V810 Cen,11 43 31.2,-62 29 22,5.03,0.80,G00-IaFe1,*
4512,,101980,8285,,11 44 13.2,+25 13 06,6.02,1.53,K5III,*
4513,,101995,,,11 43 52.9,-62 52 42,6.10,0.06,A2III-IV,
4514,27Zet Crt,102070,,,11 44 45.8,-18 21 03,4.73,0.97,G8IIIa,*
4515,2Xi  Vir,102124,,,11 45 17.1,+08 15 30,4.85,0.18,A4V,
4516,,102150,,,11 45 12.6,-49 04 11,6.26,1.17,K1III,
4517,3Nu  Vir,102212,,5318,11 45 51.6,+06 31 46,4.03,1.51,M1IIIab,*
4518,63Chi UMa,102224,,5319,11 46 03.0,+47 46 46,3.71,1.18,K0.5IIIb,*
